,is_canceled,lead_time,Direct(bool),precancel(bool),prebook(bool),change_room(bool),reserve_change(bool),parkinglot(bool),special_request(bool),customer_type(label)
90,0,1,0.0,0,0,1,0,0.0,1.0,2
91,0,21,0.0,0,0,0,0,0.0,0.0,2
92,0,9,0.0,0,0,0,0,0.0,0.0,2
93,0,109,0.0,0,0,0,0,0.0,1.0,2
94,1,109,0.0,0,0,0,0,0.0,1.0,2
95,1,72,0.0,0,0,0,0,0.0,1.0,2
96,1,63,0.0,0,0,0,0,0.0,1.0,2
97,0,63,0.0,0,0,0,0,0.0,1.0,2
98,0,101,0.0,0,0,0,0,1.0,1.0,2
99,0,102,1.0,0,0,0,0,0.0,0.0,2
100,0,4,1.0,0,0,1,0,0.0,1.0,2
101,0,98,0.0,0,0,0,0,1.0,0.0,2
102,0,92,0.0,0,0,0,0,0.0,1.0,2
103,0,95,0.0,0,0,1,0,1.0,1.0,2
104,0,102,0.0,0,0,0,0,0.0,1.0,2
105,1,26,0.0,0,0,0,0,0.0,0.0,2
106,1,73,1.0,0,0,0,0,0.0,1.0,2
107,1,102,0.0,0,0,0,0,0.0,1.0,2
108,0,115,0.0,0,0,0,0,0.0,1.0,2
109,0,102,0.0,0,0,0,0,0.0,1.0,2
110,0,86,0.0,0,0,0,0,0.0,1.0,2
111,0,78,0.0,0,0,1,0,0.0,1.0,2
112,0,52,0.0,0,0,0,0,0.0,0.0,2
113,0,29,0.0,0,0,0,0,0.0,1.0,2
114,1,101,0.0,0,0,0,0,0.0,1.0,2
115,0,109,0.0,0,0,0,0,0.0,1.0,2
116,0,92,0.0,0,0,0,0,0.0,1.0,0
117,0,92,0.0,0,0,0,0,0.0,1.0,0
118,0,79,1.0,0,0,0,0,0.0,1.0,2
119,0,2,0.0,0,0,1,0,1.0,0.0,2
120,0,30,0.0,0,0,1,0,0.0,0.0,0
121,1,51,0.0,0,0,0,0,0.0,0.0,2
122,1,36,1.0,0,0,1,0,0.0,0.0,2
123,1,73,0.0,0,0,0,0,0.0,1.0,2
124,1,33,0.0,0,0,0,0,0.0,0.0,2
125,0,32,1.0,0,0,0,0,0.0,1.0,2
126,0,8,0.0,0,0,0,0,0.0,0.0,2
127,0,100,0.0,0,0,1,0,1.0,1.0,3
128,0,1,0.0,0,0,0,0,0.0,0.0,2
129,0,100,0.0,0,0,0,0,0.0,1.0,3
130,0,100,0.0,0,0,1,0,0.0,1.0,3
131,0,9,0.0,0,0,1,0,0.0,1.0,2
132,1,5,0.0,0,0,0,0,0.0,0.0,2
133,0,0,0.0,0,0,1,0,0.0,0.0,2
134,0,9,0.0,0,0,0,0,0.0,0.0,2
135,0,2,0.0,0,0,1,0,0.0,0.0,2
136,0,2,0.0,0,0,1,0,0.0,0.0,2
137,0,9,0.0,0,0,0,0,1.0,0.0,2
138,1,5,0.0,0,0,0,0,0.0,0.0,2
139,0,2,1.0,0,0,0,0,0.0,1.0,2
140,0,44,0.0,0,0,0,0,1.0,0.0,2
141,0,80,0.0,0,0,1,0,1.0,0.0,2
142,0,97,0.0,0,0,0,0,0.0,1.0,2
143,0,109,0.0,0,0,1,0,1.0,1.0,2
144,0,30,0.0,0,0,0,0,0.0,0.0,2
145,0,64,0.0,0,0,0,0,0.0,0.0,2
146,0,39,0.0,0,0,0,0,0.0,0.0,2
147,0,90,0.0,0,0,0,0,0.0,0.0,2
148,1,34,0.0,0,0,0,0,0.0,0.0,2
149,1,93,0.0,0,0,0,0,0.0,0.0,2
150,0,97,1.0,0,0,0,0,1.0,1.0,2
151,0,29,0.0,0,0,0,0,0.0,1.0,2
152,1,101,0.0,0,0,0,0,0.0,1.0,2
153,0,27,0.0,0,0,0,0,0.0,0.0,2
154,0,8,0.0,0,0,0,0,1.0,1.0,2
155,0,82,0.0,0,0,0,0,1.0,1.0,2
156,0,94,1.0,0,0,1,0,1.0,1.0,2
157,0,110,0.0,0,0,0,0,0.0,0.0,0
158,0,96,0.0,0,0,0,0,0.0,0.0,0
159,0,79,0.0,0,0,0,0,0.0,0.0,0
160,0,115,0.0,0,0,0,0,0.0,0.0,2
161,0,111,0.0,0,0,1,0,0.0,1.0,2
162,0,51,0.0,0,0,0,0,1.0,1.0,2
163,0,94,0.0,0,0,0,0,0.0,1.0,2
164,0,81,1.0,0,0,0,0,1.0,0.0,2
165,0,84,0.0,0,0,1,0,0.0,1.0,2
166,0,51,0.0,0,0,0,0,0.0,1.0,2
167,0,111,0.0,0,0,1,0,0.0,1.0,2
168,0,0,1.0,0,0,1,0,0.0,0.0,2
169,0,2,1.0,0,0,1,0,0.0,0.0,2
170,0,7,0.0,0,0,1,0,0.0,1.0,2
171,0,98,0.0,0,0,1,0,1.0,1.0,2
172,0,95,0.0,0,0,0,0,0.0,1.0,2
173,1,48,0.0,0,0,0,0,0.0,0.0,2
174,0,66,0.0,0,0,1,0,0.0,0.0,2
175,0,104,0.0,0,0,1,0,0.0,1.0,2
176,0,28,0.0,0,0,0,0,0.0,0.0,2
177,0,34,1.0,0,0,0,0,1.0,0.0,2
178,0,98,0.0,0,0,1,0,1.0,1.0,2
179,0,104,0.0,0,0,0,0,0.0,0.0,2
180,0,68,0.0,0,0,0,0,0.0,0.0,2
181,1,86,0.0,0,0,0,0,0.0,1.0,2
182,0,258,0.0,0,0,0,0,0.0,0.0,0
183,0,111,0.0,0,0,1,0,0.0,1.0,2
184,1,94,0.0,0,0,0,0,0.0,0.0,2
185,0,112,0.0,0,0,0,0,0.0,1.0,2
186,0,100,0.0,0,0,0,0,0.0,1.0,2
187,0,33,1.0,0,0,0,0,0.0,1.0,2
188,0,97,0.0,0,0,0,0,0.0,1.0,0
189,0,80,1.0,0,0,0,0,0.0,0.0,2
190,0,90,0.0,0,0,0,0,0.0,0.0,0
191,0,111,0.0,0,0,0,0,0.0,0.0,0
192,0,65,0.0,0,0,0,0,0.0,0.0,2
193,1,67,0.0,0,0,0,0,0.0,1.0,2
194,0,55,0.0,0,0,0,0,1.0,1.0,2
195,0,21,1.0,0,0,0,0,0.0,1.0,2
196,0,8,1.0,0,0,0,0,0.0,1.0,2
197,0,8,0.0,0,0,1,0,0.0,1.0,2
198,0,0,0.0,0,0,0,0,0.0,1.0,2
199,0,0,1.0,0,0,0,0,1.0,0.0,2
200,0,0,0.0,0,0,0,0,0.0,1.0,2
201,0,8,0.0,0,0,0,0,0.0,1.0,2
202,0,66,0.0,0,0,0,0,0.0,1.0,2
203,0,88,0.0,0,0,1,0,0.0,1.0,2
204,0,0,1.0,0,0,0,0,0.0,0.0,2
205,1,43,0.0,0,0,0,0,0.0,0.0,2
206,1,88,0.0,0,0,0,0,0.0,1.0,2
207,0,54,0.0,0,0,0,0,0.0,0.0,2
208,1,292,0.0,0,0,0,0,0.0,0.0,0
209,0,112,0.0,0,0,0,0,0.0,1.0,0
210,0,68,0.0,0,0,0,0,0.0,1.0,2
211,0,7,0.0,0,0,0,0,1.0,1.0,2
212,0,1,0.0,0,0,0,0,1.0,1.0,2
213,1,113,0.0,0,0,0,0,0.0,1.0,2
214,0,5,0.0,0,0,0,0,0.0,1.0,2
215,0,83,0.0,0,0,0,0,0.0,1.0,2
216,1,105,0.0,0,0,0,0,0.0,1.0,2
217,0,0,0.0,0,0,0,0,0.0,0.0,2
218,1,1,0.0,0,0,0,0,0.0,1.0,2
219,1,1,0.0,0,0,0,0,0.0,1.0,2
220,0,1,0.0,0,0,1,0,1.0,1.0,2
221,1,102,1.0,0,0,0,0,0.0,1.0,2
222,0,113,1.0,0,0,0,0,1.0,1.0,2
223,1,280,0.0,0,0,0,0,0.0,1.0,0
224,0,96,0.0,0,0,1,0,0.0,1.0,2
225,0,394,0.0,0,0,0,0,0.0,0.0,0
226,0,33,0.0,0,0,0,0,0.0,0.0,2
227,0,82,1.0,0,0,0,0,0.0,1.0,2
228,0,100,0.0,0,0,0,0,0.0,1.0,3
229,0,100,0.0,0,0,0,0,0.0,1.0,3
230,0,17,0.0,0,0,0,0,0.0,1.0,2
231,0,68,1.0,0,0,1,0,1.0,1.0,2
232,0,12,1.0,0,0,1,0,1.0,0.0,2
233,1,77,1.0,0,0,0,0,0.0,0.0,2
234,1,24,0.0,0,0,0,0,0.0,1.0,2
235,1,44,0.0,0,0,0,0,0.0,0.0,2
236,0,78,0.0,0,0,0,0,0.0,1.0,2
237,1,17,0.0,0,0,0,0,0.0,0.0,2
238,1,103,0.0,0,0,0,0,0.0,0.0,2
239,0,16,1.0,0,0,0,0,0.0,1.0,2
240,0,14,0.0,0,0,0,0,1.0,1.0,2
241,0,77,0.0,0,0,0,0,0.0,0.0,2
242,0,90,0.0,0,0,1,0,0.0,0.0,2
243,0,90,0.0,0,0,0,0,0.0,0.0,0
244,0,90,0.0,0,0,0,0,0.0,0.0,0
245,0,366,0.0,0,0,0,0,0.0,0.0,0
246,0,249,0.0,0,0,0,0,0.0,1.0,2
247,1,69,0.0,0,0,0,0,0.0,1.0,2
248,0,10,1.0,0,0,0,0,0.0,0.0,2
249,0,22,0.0,0,0,0,0,0.0,0.0,2
250,0,91,0.0,0,0,0,0,0.0,1.0,2
251,0,23,0.0,0,0,0,0,0.0,0.0,2
252,0,11,0.0,0,0,0,0,0.0,1.0,2
253,0,3,0.0,0,0,0,0,0.0,1.0,2
254,0,13,0.0,0,0,0,0,1.0,1.0,2
255,0,108,0.0,0,0,0,0,0.0,1.0,2
256,0,91,0.0,0,0,0,0,0.0,1.0,2
257,0,37,0.0,0,0,0,0,0.0,1.0,2
258,0,21,1.0,0,0,1,0,0.0,1.0,2
259,0,106,0.0,0,0,0,0,0.0,1.0,2
260,0,30,1.0,0,0,0,0,0.0,1.0,3
261,0,30,1.0,0,0,0,0,0.0,1.0,3
262,1,51,0.0,0,0,0,0,0.0,0.0,2
263,0,79,0.0,0,0,0,0,0.0,1.0,2
264,0,21,1.0,0,0,0,0,1.0,1.0,2
265,0,35,0.0,0,0,0,0,0.0,0.0,2
266,0,78,0.0,0,0,0,0,1.0,1.0,2
267,0,31,1.0,0,0,0,0,1.0,1.0,2
268,0,78,0.0,0,0,0,0,0.0,1.0,2
269,0,78,0.0,0,0,0,0,1.0,1.0,2
270,0,44,0.0,0,0,0,0,0.0,0.0,2
271,0,34,0.0,0,0,0,0,0.0,1.0,2
272,0,87,0.0,0,0,0,0,0.0,1.0,2
273,0,11,1.0,0,0,0,0,1.0,0.0,2
274,0,115,0.0,0,0,0,0,0.0,1.0,2
275,0,86,0.0,0,0,0,0,0.0,0.0,2
276,0,41,0.0,0,0,0,0,0.0,0.0,2
277,0,32,0.0,0,0,0,0,0.0,0.0,2
278,0,34,0.0,0,0,0,0,0.0,1.0,2
279,0,34,0.0,0,0,0,0,0.0,1.0,2
280,1,100,0.0,0,0,0,0,0.0,0.0,2
281,0,44,0.0,0,0,0,0,0.0,0.0,2
282,0,304,0.0,0,0,0,0,0.0,1.0,2
283,1,36,0.0,0,0,0,0,0.0,0.0,2
284,0,117,0.0,0,0,0,0,0.0,1.0,2
285,0,70,0.0,0,0,0,0,1.0,1.0,2
286,0,110,1.0,0,0,0,0,0.0,1.0,2
287,1,109,0.0,0,0,0,0,0.0,1.0,2
288,0,33,0.0,0,0,0,0,0.0,1.0,2
289,0,33,0.0,0,0,0,0,0.0,0.0,2
290,0,33,0.0,0,0,0,0,0.0,0.0,2
291,0,0,1.0,0,0,0,0,0.0,0.0,2
292,0,0,0.0,0,0,0,0,0.0,1.0,2
293,0,0,1.0,0,0,0,0,0.0,0.0,2
294,0,0,0.0,0,0,0,0,0.0,1.0,2
295,0,84,0.0,0,0,0,0,1.0,0.0,2
296,0,71,0.0,0,0,0,0,0.0,0.0,2
297,0,16,0.0,0,0,0,0,0.0,1.0,2
298,0,54,0.0,0,0,1,0,0.0,0.0,2
299,0,8,0.0,0,0,0,0,0.0,0.0,2
300,0,36,0.0,0,0,0,0,1.0,0.0,2
301,0,40,0.0,0,0,0,0,0.0,0.0,2
302,1,59,0.0,0,0,0,0,0.0,1.0,2
303,0,79,1.0,0,0,0,0,0.0,0.0,2
304,0,32,0.0,0,0,0,0,1.0,0.0,2
305,0,110,1.0,0,0,0,0,0.0,1.0,2
306,0,33,0.0,0,0,0,0,1.0,0.0,2
307,0,53,0.0,0,0,0,0,1.0,0.0,2
308,0,2,0.0,0,0,0,0,1.0,1.0,2
309,0,8,0.0,0,0,0,0,1.0,1.0,2
310,1,72,0.0,0,0,0,0,0.0,1.0,2
311,0,12,0.0,0,0,0,0,0.0,0.0,2
312,0,48,0.0,0,0,0,0,0.0,1.0,2
313,0,90,0.0,0,0,0,0,0.0,1.0,3
314,0,34,0.0,0,0,0,0,0.0,1.0,2
315,1,58,1.0,0,0,0,0,0.0,1.0,2
316,0,59,0.0,0,0,0,0,0.0,0.0,0
317,0,90,0.0,0,0,0,0,1.0,1.0,3
318,0,116,0.0,0,0,0,0,0.0,0.0,0
319,0,31,0.0,0,0,0,0,0.0,0.0,2
320,1,51,0.0,0,0,0,0,0.0,0.0,2
321,0,48,0.0,0,0,0,0,0.0,1.0,2
322,0,59,0.0,0,0,0,0,1.0,1.0,2
323,1,97,0.0,0,0,0,0,0.0,1.0,2
324,0,12,0.0,0,0,0,0,1.0,1.0,2
325,0,64,0.0,0,0,0,0,0.0,1.0,2
326,0,31,0.0,0,0,0,0,0.0,0.0,2
327,0,59,0.0,0,0,0,0,1.0,1.0,0
328,1,55,0.0,0,0,0,0,0.0,1.0,0
329,0,81,0.0,0,0,0,0,0.0,0.0,2
330,0,1,0.0,0,0,0,0,0.0,0.0,2
331,0,34,0.0,0,0,0,0,0.0,1.0,2
332,0,13,0.0,0,0,0,0,0.0,0.0,2
333,0,40,0.0,0,0,1,0,0.0,0.0,2
334,0,1,0.0,0,0,1,0,0.0,1.0,2
335,0,34,0.0,0,0,0,0,0.0,1.0,2
336,0,88,0.0,0,0,0,0,0.0,0.0,0
337,0,9,0.0,0,0,0,0,0.0,1.0,2
338,1,24,0.0,0,0,0,0,0.0,0.0,2
339,0,97,0.0,0,0,1,0,0.0,0.0,2
340,0,60,0.0,0,0,0,0,0.0,1.0,2
341,0,100,1.0,0,0,0,0,1.0,1.0,2
342,0,50,0.0,0,0,0,0,0.0,0.0,0
343,1,47,0.0,0,0,0,0,0.0,0.0,2
344,0,8,0.0,0,0,0,0,0.0,1.0,2
345,0,34,0.0,0,0,0,0,1.0,0.0,2
346,0,47,0.0,0,0,0,0,0.0,0.0,2
347,0,115,0.0,0,0,0,0,0.0,1.0,3
348,1,79,0.0,0,0,0,0,0.0,1.0,2
349,0,91,0.0,0,0,0,0,0.0,0.0,2
350,0,98,0.0,0,0,0,0,0.0,1.0,3
351,0,109,0.0,0,0,1,0,0.0,1.0,2
352,0,0,0.0,0,0,1,0,1.0,0.0,2
353,0,98,0.0,0,0,0,0,0.0,1.0,3
354,0,0,1.0,0,0,1,0,0.0,0.0,2
355,0,9,0.0,0,0,0,0,1.0,1.0,2
356,0,62,0.0,0,0,0,0,0.0,1.0,2
357,1,45,0.0,0,0,0,0,0.0,0.0,2
358,0,42,0.0,0,0,1,0,1.0,0.0,2
359,0,54,0.0,0,0,0,0,1.0,1.0,2
360,0,51,0.0,0,0,0,0,1.0,0.0,2
361,0,54,0.0,0,0,0,0,0.0,1.0,2
362,0,58,1.0,0,0,1,0,1.0,1.0,2
363,0,0,0.0,0,0,0,0,0.0,0.0,2
364,1,60,0.0,0,0,0,0,0.0,0.0,2
365,1,321,0.0,0,0,0,0,0.0,1.0,2
366,0,40,1.0,0,0,0,0,0.0,1.0,2
367,1,51,0.0,0,0,0,0,0.0,0.0,0
368,0,38,1.0,0,0,1,0,0.0,0.0,2
369,1,75,0.0,0,0,0,0,0.0,1.0,2
370,0,101,0.0,0,0,0,0,0.0,0.0,2
371,1,42,0.0,0,0,0,0,0.0,0.0,2
372,0,40,1.0,0,0,0,0,0.0,1.0,2
373,0,109,1.0,0,0,0,0,0.0,1.0,2
374,1,81,0.0,0,0,0,0,0.0,1.0,2
375,1,98,0.0,0,0,0,0,0.0,0.0,2
376,0,32,0.0,0,0,1,0,0.0,0.0,2
377,0,72,0.0,0,0,0,0,0.0,1.0,2
378,0,115,0.0,0,0,0,0,0.0,1.0,3
379,0,118,1.0,0,0,0,0,0.0,1.0,2
380,0,81,1.0,0,0,0,0,0.0,1.0,2
381,1,95,0.0,0,0,0,0,0.0,1.0,2
382,0,16,0.0,0,0,0,0,1.0,1.0,2
383,0,56,0.0,0,0,0,0,1.0,0.0,2
384,0,88,0.0,0,0,0,0,0.0,0.0,0
385,0,41,0.0,0,0,0,0,0.0,1.0,2
386,1,40,0.0,0,0,0,0,0.0,0.0,2
387,0,1,0.0,0,0,0,0,0.0,0.0,2
388,0,1,0.0,0,0,0,0,0.0,1.0,2
389,0,1,0.0,0,0,0,0,1.0,1.0,2
390,1,76,0.0,0,0,0,0,0.0,1.0,2
391,0,0,0.0,0,0,1,0,0.0,1.0,2
392,0,49,0.0,0,0,1,0,0.0,1.0,2
393,0,76,1.0,0,0,0,0,0.0,0.0,2
394,0,73,1.0,0,0,0,0,0.0,1.0,3
395,0,73,1.0,0,0,0,0,0.0,1.0,3
396,0,317,0.0,0,0,1,0,1.0,1.0,2
397,1,112,0.0,0,0,0,0,0.0,1.0,2
398,0,6,0.0,0,0,0,0,1.0,1.0,2
399,0,8,0.0,0,0,0,0,0.0,1.0,2
400,1,96,0.0,0,0,0,0,0.0,1.0,2
401,1,96,0.0,0,0,0,0,0.0,1.0,2
402,0,99,1.0,0,0,0,0,0.0,1.0,2
403,0,66,0.0,0,0,1,0,0.0,0.0,2
404,0,38,0.0,0,0,0,0,0.0,1.0,2
405,0,38,0.0,0,0,0,0,0.0,1.0,2
406,0,113,1.0,0,0,0,0,1.0,1.0,2
407,0,0,0.0,0,0,1,0,0.0,0.0,2
408,1,62,0.0,0,0,0,0,0.0,0.0,2
409,1,39,0.0,0,0,0,0,0.0,0.0,2
410,0,37,0.0,0,0,0,0,0.0,0.0,2
411,1,58,0.0,0,0,0,0,0.0,0.0,2
412,0,37,0.0,0,0,0,0,1.0,0.0,2
413,0,57,1.0,0,0,1,0,0.0,0.0,3
414,0,57,1.0,0,0,0,0,0.0,0.0,3
415,0,57,1.0,0,0,0,0,0.0,0.0,3
416,0,57,1.0,0,0,1,0,0.0,0.0,3
417,0,57,1.0,0,0,1,0,0.0,0.0,2
418,0,83,0.0,0,0,0,0,0.0,1.0,2
419,0,57,1.0,0,0,0,0,0.0,0.0,2
420,0,57,1.0,0,0,1,0,0.0,0.0,3
421,1,57,1.0,0,0,0,0,0.0,0.0,3
422,0,57,1.0,0,0,1,0,0.0,0.0,3
423,0,57,1.0,0,0,1,0,0.0,0.0,3
424,0,57,1.0,0,0,1,0,0.0,0.0,3
425,0,57,1.0,0,0,1,0,0.0,0.0,2
426,0,57,1.0,0,0,1,0,0.0,0.0,2
427,0,57,1.0,0,0,1,0,0.0,0.0,3
428,0,57,1.0,0,0,0,0,0.0,0.0,3
429,0,57,1.0,0,0,0,0,0.0,0.0,3
430,0,57,1.0,0,0,0,0,0.0,0.0,2
431,0,57,1.0,0,0,0,0,0.0,0.0,2
432,0,57,1.0,0,0,0,0,0.0,0.0,3
433,0,57,1.0,0,0,1,0,0.0,0.0,3
434,1,66,0.0,0,0,0,0,0.0,1.0,2
435,0,13,0.0,0,0,1,0,0.0,1.0,2
436,0,50,0.0,0,0,0,0,0.0,0.0,2
437,1,48,1.0,0,0,0,0,0.0,0.0,2
438,1,0,0.0,0,0,0,0,0.0,0.0,2
439,0,7,0.0,0,0,0,0,1.0,1.0,2
440,0,0,1.0,0,0,1,0,1.0,0.0,2
441,1,66,0.0,0,0,0,0,0.0,1.0,2
442,0,13,0.0,0,0,1,0,0.0,1.0,2
443,0,66,0.0,0,0,0,0,0.0,1.0,2
444,0,10,1.0,0,0,0,0,1.0,0.0,2
445,1,10,1.0,0,0,0,0,0.0,0.0,2
446,1,58,0.0,0,0,0,0,0.0,0.0,2
447,1,17,0.0,0,0,0,0,0.0,0.0,2
448,0,19,0.0,0,0,1,0,0.0,1.0,2
449,0,10,1.0,0,0,0,0,0.0,1.0,3
450,1,12,1.0,0,0,0,0,0.0,0.0,2
451,0,10,1.0,0,0,0,0,0.0,1.0,3
452,0,63,0.0,0,0,1,0,0.0,1.0,2
453,1,35,0.0,0,0,0,0,0.0,0.0,2
454,0,113,0.0,0,0,0,0,0.0,1.0,2
455,1,35,0.0,0,0,0,0,0.0,0.0,2
456,0,68,0.0,0,0,0,0,0.0,0.0,0
457,0,113,0.0,0,0,0,0,0.0,0.0,2
458,0,21,1.0,0,0,0,0,0.0,0.0,2
459,0,6,0.0,0,0,0,0,0.0,1.0,2
460,0,7,1.0,0,0,1,0,0.0,1.0,2
461,0,17,0.0,0,0,1,0,0.0,1.0,2
462,0,1,0.0,0,0,1,0,0.0,0.0,2
463,0,2,0.0,0,0,0,0,0.0,0.0,2
464,1,15,0.0,0,0,0,0,0.0,1.0,2
465,1,7,1.0,0,0,0,0,0.0,1.0,2
466,0,11,0.0,0,0,1,0,1.0,0.0,2
467,1,6,0.0,0,0,1,0,0.0,1.0,2
468,0,1,1.0,0,0,0,0,0.0,0.0,2
469,0,1,1.0,0,0,1,0,0.0,0.0,2
470,0,48,0.0,0,0,1,0,0.0,0.0,2
471,0,15,0.0,0,0,1,0,0.0,1.0,2
472,1,3,0.0,0,0,0,0,0.0,0.0,2
473,1,23,0.0,0,0,0,0,0.0,1.0,2
474,0,53,0.0,0,0,0,0,0.0,0.0,3
475,0,53,0.0,0,0,0,0,1.0,0.0,3
476,0,94,1.0,0,0,1,0,0.0,0.0,2
477,0,64,0.0,0,0,0,0,0.0,1.0,3
478,0,53,0.0,0,0,0,0,0.0,0.0,3
479,0,53,0.0,0,0,0,0,1.0,0.0,3
480,0,64,0.0,0,0,0,0,0.0,1.0,3
481,0,53,0.0,0,0,0,0,1.0,0.0,3
482,0,24,1.0,0,0,0,0,0.0,1.0,2
483,0,24,0.0,0,0,0,0,0.0,0.0,2
484,0,23,1.0,0,0,0,0,0.0,0.0,2
485,0,53,0.0,0,0,1,0,0.0,1.0,2
486,1,23,1.0,0,0,0,0,0.0,0.0,2
487,0,90,0.0,0,0,0,0,0.0,1.0,2
488,0,79,0.0,0,0,0,0,0.0,1.0,2
489,0,43,0.0,0,0,0,0,0.0,0.0,2
490,0,90,0.0,0,0,0,0,0.0,1.0,2
491,0,65,0.0,0,0,0,0,0.0,1.0,2
492,0,65,0.0,0,0,0,0,1.0,1.0,2
493,0,99,1.0,0,0,0,0,0.0,1.0,2
