,is_canceled,lead_time,Direct(bool),precancel(bool),prebook(bool),change_room(bool),reserve_change(bool),parkinglot(bool),special_request(bool),customer_type(label)
73,1,87,0.0,0,0,0,0,0.0,1.0,2
74,1,87,0.0,0,0,0,0,0.0,1.0,2
75,0,71,0.0,0,0,0,0,0.0,0.0,2
76,0,3,0.0,0,0,0,0,0.0,0.0,3
77,0,71,0.0,0,0,0,0,0.0,0.0,2
78,0,3,0.0,0,0,0,0,0.0,0.0,3
79,1,109,0.0,0,0,0,0,0.0,1.0,2
80,0,96,0.0,0,0,0,0,0.0,0.0,3
81,0,96,0.0,0,0,0,0,0.0,0.0,3
82,1,65,0.0,0,0,0,0,0.0,1.0,2
83,1,114,0.0,0,0,0,0,0.0,0.0,2
84,0,96,0.0,0,0,0,0,0.0,0.0,3
85,1,96,0.0,0,0,0,0,0.0,0.0,3
86,0,3,0.0,0,0,0,0,0.0,0.0,3
87,0,61,0.0,0,0,0,0,0.0,0.0,2
88,0,96,0.0,0,0,0,0,0.0,0.0,3
89,0,96,0.0,0,0,0,0,0.0,0.0,3
90,0,3,0.0,0,0,0,0,0.0,0.0,3
91,1,96,0.0,0,0,0,0,0.0,0.0,3
92,1,96,0.0,0,0,0,0,0.0,0.0,3
93,0,96,0.0,0,0,0,0,0.0,0.0,3
94,1,96,0.0,0,0,0,0,0.0,0.0,3
95,0,3,0.0,0,0,0,0,0.0,0.0,3
96,0,96,0.0,0,0,0,0,0.0,0.0,3
97,1,96,0.0,0,0,0,0,0.0,0.0,3
98,1,96,0.0,0,0,0,0,0.0,0.0,3
99,0,96,0.0,0,0,0,0,0.0,0.0,3
100,1,96,0.0,0,0,0,0,0.0,0.0,3
101,0,61,0.0,0,0,0,0,0.0,0.0,2
102,0,3,0.0,0,0,0,0,0.0,0.0,3
103,0,66,0.0,0,0,0,0,0.0,0.0,2
104,0,96,0.0,0,0,0,0,0.0,0.0,3
105,0,96,0.0,0,0,0,0,0.0,0.0,3
106,0,96,0.0,0,0,0,0,0.0,0.0,3
107,0,96,0.0,0,0,0,0,0.0,0.0,3
108,1,96,0.0,0,0,0,0,0.0,0.0,3
109,1,114,0.0,0,0,0,0,0.0,0.0,2
110,0,96,0.0,0,0,0,0,0.0,0.0,3
111,1,96,0.0,0,0,0,0,0.0,0.0,3
112,0,3,0.0,0,0,0,0,0.0,0.0,3
113,0,96,0.0,0,0,0,0,0.0,0.0,3
114,1,96,0.0,0,0,0,0,0.0,0.0,3
115,1,96,0.0,0,0,0,0,0.0,0.0,3
116,1,69,0.0,0,0,0,0,0.0,1.0,2
117,1,59,0.0,0,0,0,0,0.0,0.0,2
118,0,96,0.0,0,0,0,0,0.0,0.0,2
119,1,60,1.0,0,0,0,0,0.0,0.0,2
120,1,122,0.0,0,0,0,0,0.0,1.0,3
121,1,60,1.0,0,0,0,0,0.0,0.0,2
122,1,60,1.0,0,0,0,0,0.0,0.0,2
123,1,60,1.0,0,0,0,0,0.0,0.0,2
124,1,122,0.0,0,0,0,0,0.0,1.0,3
125,1,60,1.0,0,0,0,0,0.0,0.0,2
126,1,123,0.0,0,0,0,0,0.0,1.0,2
127,1,60,1.0,0,0,0,0,0.0,0.0,2
128,1,73,0.0,0,0,0,0,0.0,0.0,2
129,1,77,0.0,0,0,0,0,0.0,1.0,2
130,1,123,0.0,0,0,0,0,0.0,0.0,2
131,1,94,0.0,0,0,0,0,0.0,1.0,2
132,1,120,0.0,0,0,0,0,0.0,1.0,2
133,1,94,0.0,0,0,0,0,0.0,0.0,2
134,1,0,1.0,0,0,1,0,0.0,0.0,2
135,1,79,0.0,0,0,0,0,0.0,1.0,2
136,1,92,0.0,0,0,0,0,0.0,1.0,2
137,1,92,0.0,0,0,0,0,0.0,1.0,2
138,1,125,0.0,0,0,0,0,0.0,0.0,2
139,0,0,1.0,0,0,1,0,0.0,0.0,2
140,1,62,0.0,0,0,0,0,0.0,1.0,2
141,1,109,0.0,0,0,0,0,0.0,1.0,2
142,1,109,0.0,0,0,0,0,0.0,0.0,2
143,1,109,0.0,0,0,0,0,0.0,1.0,2
144,1,80,0.0,0,0,0,0,0.0,1.0,2
145,1,122,0.0,0,0,0,0,0.0,0.0,2
146,1,82,0.0,0,0,0,0,0.0,0.0,2
147,1,82,0.0,0,0,0,0,0.0,0.0,2
148,1,107,0.0,0,0,0,0,0.0,0.0,2
149,0,18,0.0,0,0,0,0,0.0,0.0,3
150,0,18,0.0,0,0,0,0,0.0,0.0,3
151,0,18,0.0,0,0,0,0,0.0,0.0,3
152,0,18,0.0,0,0,0,0,0.0,0.0,3
153,0,18,0.0,0,0,0,0,0.0,0.0,3
154,0,18,0.0,0,0,0,0,0.0,0.0,3
155,0,18,0.0,0,0,0,0,0.0,0.0,3
156,0,18,0.0,0,0,0,0,0.0,0.0,3
157,0,18,0.0,0,0,0,0,0.0,0.0,3
158,0,18,0.0,0,0,0,0,0.0,0.0,3
159,0,18,0.0,0,0,0,0,0.0,0.0,3
160,0,18,0.0,0,0,0,0,0.0,0.0,3
161,0,18,0.0,0,0,0,0,0.0,0.0,3
162,0,18,0.0,0,0,0,0,0.0,0.0,3
163,0,18,0.0,0,0,0,0,0.0,0.0,3
164,0,18,0.0,0,0,0,0,0.0,0.0,3
165,0,18,0.0,0,0,0,0,0.0,0.0,3
166,0,18,0.0,0,0,0,0,0.0,0.0,3
167,0,18,0.0,0,0,0,0,0.0,0.0,3
168,0,18,0.0,0,0,0,0,0.0,0.0,3
169,0,18,0.0,0,0,0,0,0.0,0.0,3
170,1,103,0.0,0,0,0,0,0.0,0.0,3
171,0,103,0.0,0,0,0,0,0.0,0.0,3
172,1,103,0.0,0,0,0,0,0.0,0.0,3
173,0,103,0.0,0,0,0,0,0.0,0.0,3
174,1,103,0.0,0,0,0,0,0.0,0.0,3
175,1,103,0.0,0,0,0,0,0.0,0.0,3
176,1,103,0.0,0,0,0,0,0.0,0.0,3
177,1,103,0.0,0,0,0,0,0.0,0.0,3
178,1,103,0.0,0,0,0,0,0.0,0.0,3
179,0,103,0.0,0,0,0,0,0.0,0.0,3
180,0,103,0.0,0,0,0,0,0.0,0.0,3
181,1,103,0.0,0,0,0,0,0.0,0.0,3
182,1,103,0.0,0,0,0,0,0.0,0.0,3
183,0,103,0.0,0,0,0,0,0.0,0.0,3
184,1,103,0.0,0,0,0,0,0.0,0.0,3
185,1,103,0.0,0,0,0,0,0.0,0.0,3
186,1,103,0.0,0,0,0,0,0.0,0.0,3
187,1,103,0.0,0,0,0,0,0.0,0.0,3
188,1,103,0.0,0,0,0,0,0.0,0.0,3
189,1,103,0.0,0,0,0,0,0.0,0.0,3
190,0,103,0.0,0,0,0,0,0.0,0.0,3
191,1,103,0.0,0,0,0,0,0.0,0.0,3
192,1,103,0.0,0,0,0,0,0.0,0.0,3
193,1,103,0.0,0,0,0,0,0.0,0.0,3
194,0,12,0.0,0,0,0,0,0.0,0.0,3
195,0,12,0.0,0,0,0,0,0.0,0.0,3
196,0,12,0.0,0,0,0,0,0.0,0.0,3
197,1,12,0.0,0,0,0,0,0.0,0.0,3
198,1,12,0.0,0,0,0,0,0.0,0.0,3
199,1,12,0.0,0,0,0,0,0.0,0.0,3
200,1,88,0.0,0,0,0,0,0.0,1.0,2
201,1,12,0.0,0,0,0,0,0.0,0.0,3
202,1,12,0.0,0,0,0,0,0.0,0.0,3
203,0,12,0.0,0,0,0,0,0.0,0.0,3
204,1,12,0.0,0,0,0,0,0.0,0.0,3
205,1,12,0.0,0,0,0,0,0.0,0.0,3
206,0,12,0.0,0,0,0,0,0.0,0.0,3
207,0,12,0.0,0,0,0,0,0.0,0.0,3
208,1,12,0.0,0,0,0,0,0.0,0.0,3
209,1,12,0.0,0,0,0,0,0.0,0.0,3
210,0,12,0.0,0,0,0,0,0.0,0.0,3
211,0,12,0.0,0,0,0,0,0.0,0.0,3
212,1,12,0.0,0,0,0,0,0.0,0.0,3
213,1,12,0.0,0,0,0,0,0.0,0.0,3
214,0,12,0.0,0,0,0,0,0.0,0.0,3
215,1,12,0.0,0,0,0,0,0.0,0.0,3
216,1,12,0.0,0,0,0,0,0.0,0.0,3
217,0,12,0.0,0,0,0,0,0.0,0.0,3
218,1,12,0.0,0,0,0,0,0.0,0.0,3
219,0,12,0.0,0,0,0,0,0.0,0.0,3
220,0,12,0.0,0,0,0,0,0.0,0.0,3
221,1,12,0.0,0,0,0,0,0.0,0.0,3
222,0,12,0.0,0,0,0,0,0.0,0.0,3
223,0,12,0.0,0,0,0,0,0.0,0.0,3
224,1,12,0.0,0,0,0,0,0.0,0.0,3
225,0,12,0.0,0,0,0,0,0.0,0.0,2
226,1,118,0.0,0,0,0,0,0.0,1.0,2
227,1,82,0.0,0,0,0,0,0.0,1.0,3
228,1,82,0.0,0,0,0,0,0.0,1.0,3
229,1,96,0.0,0,0,0,0,0.0,0.0,2
230,1,108,0.0,0,0,0,0,0.0,1.0,2
231,1,119,0.0,0,0,0,0,0.0,1.0,3
232,1,119,0.0,0,0,0,0,0.0,1.0,3
233,0,90,0.0,0,0,0,0,0.0,0.0,2
234,0,62,0.0,0,0,0,0,0.0,0.0,2
235,1,67,0.0,0,0,0,0,0.0,0.0,2
236,1,106,0.0,0,0,0,0,0.0,0.0,2
237,0,20,0.0,0,0,1,0,0.0,0.0,3
238,0,20,0.0,0,0,0,0,0.0,0.0,3
239,0,20,0.0,0,0,0,0,0.0,0.0,3
240,1,22,0.0,0,0,0,0,0.0,0.0,3
241,1,22,0.0,0,0,0,0,0.0,0.0,3
242,0,20,0.0,0,0,0,0,0.0,0.0,3
243,1,20,0.0,0,0,0,0,0.0,0.0,3
244,1,22,0.0,0,0,0,0,0.0,0.0,3
245,1,22,0.0,0,0,0,0,0.0,0.0,3
246,0,20,0.0,0,0,0,0,0.0,0.0,3
247,1,20,0.0,0,0,0,0,0.0,0.0,3
248,1,22,0.0,0,0,0,0,0.0,0.0,3
249,0,20,0.0,0,0,0,0,0.0,0.0,3
250,0,20,0.0,0,0,1,0,0.0,0.0,3
251,0,20,0.0,0,0,0,0,0.0,0.0,3
252,0,20,0.0,0,0,0,0,0.0,0.0,3
253,0,20,0.0,0,0,1,0,0.0,0.0,3
254,0,20,0.0,0,0,0,0,0.0,0.0,3
255,1,22,0.0,0,0,0,0,0.0,0.0,3
256,1,22,0.0,0,0,0,0,0.0,0.0,3
257,0,20,0.0,0,0,0,0,0.0,0.0,3
258,1,20,0.0,0,0,0,0,0.0,0.0,3
259,0,20,0.0,0,0,0,0,0.0,0.0,3
260,1,22,0.0,0,0,0,0,0.0,0.0,3
261,1,22,0.0,0,0,0,0,0.0,0.0,3
262,1,22,0.0,0,0,0,0,0.0,0.0,3
263,0,20,0.0,0,0,0,0,0.0,0.0,3
264,1,20,0.0,0,0,0,0,0.0,0.0,3
265,0,20,0.0,0,0,0,0,0.0,0.0,2
266,0,20,0.0,0,0,0,0,0.0,0.0,3
267,0,20,0.0,0,0,1,0,0.0,0.0,3
268,0,20,0.0,0,0,0,0,0.0,0.0,3
269,1,20,0.0,0,0,0,0,0.0,0.0,3
270,0,20,0.0,0,0,0,0,0.0,0.0,3
271,1,99,1.0,0,0,0,0,0.0,0.0,2
272,1,112,0.0,0,0,0,0,0.0,0.0,2
273,1,69,0.0,0,0,0,0,0.0,1.0,2
274,1,96,0.0,0,0,0,0,0.0,1.0,2
275,1,72,0.0,0,0,0,0,0.0,0.0,2
276,1,69,0.0,0,0,0,0,0.0,1.0,3
277,1,69,0.0,0,0,0,0,0.0,1.0,3
278,1,22,0.0,0,0,0,0,0.0,0.0,3
279,0,20,0.0,0,0,0,0,0.0,0.0,3
280,0,20,0.0,0,0,0,0,0.0,0.0,3
281,0,20,0.0,0,0,1,0,0.0,0.0,3
282,1,22,0.0,0,0,0,0,0.0,0.0,3
283,0,111,0.0,0,0,0,0,0.0,1.0,2
284,1,20,0.0,0,0,0,0,0.0,0.0,3
285,0,20,0.0,0,0,0,0,0.0,0.0,3
286,1,22,0.0,0,0,0,0,0.0,0.0,3
287,1,93,0.0,0,0,0,0,0.0,1.0,2
288,0,132,0.0,0,0,0,0,0.0,0.0,3
289,0,132,0.0,0,0,1,0,0.0,0.0,3
290,0,132,0.0,0,0,1,0,0.0,0.0,3
291,0,132,0.0,0,0,0,0,0.0,0.0,3
292,0,132,0.0,0,0,0,0,0.0,0.0,3
293,0,132,0.0,0,0,0,0,0.0,0.0,3
294,0,132,0.0,0,0,0,0,0.0,0.0,3
295,0,132,0.0,0,0,0,0,0.0,0.0,3
296,0,132,0.0,0,0,0,0,0.0,0.0,3
297,0,132,0.0,0,0,0,0,0.0,0.0,3
298,0,132,0.0,0,0,0,0,0.0,0.0,3
299,0,132,0.0,0,0,0,0,0.0,0.0,3
300,0,132,0.0,0,0,0,0,0.0,0.0,3
301,0,132,0.0,0,0,0,0,0.0,0.0,3
302,0,132,0.0,0,0,0,0,0.0,0.0,3
303,0,132,0.0,0,0,1,0,0.0,0.0,3
304,0,132,0.0,0,0,1,0,0.0,0.0,3
305,0,132,0.0,0,0,0,0,0.0,0.0,3
306,0,132,0.0,0,0,1,0,0.0,0.0,3
307,0,132,0.0,0,0,0,0,0.0,0.0,3
308,0,132,0.0,0,0,1,0,0.0,0.0,3
309,0,132,0.0,0,0,0,0,0.0,0.0,3
310,0,132,0.0,0,0,1,0,0.0,0.0,3
311,0,132,0.0,0,0,1,0,0.0,0.0,3
312,0,132,0.0,0,0,0,0,0.0,0.0,3
313,0,132,0.0,0,0,0,0,0.0,0.0,3
314,0,110,0.0,0,0,1,0,0.0,1.0,3
315,0,132,0.0,0,0,0,0,0.0,0.0,3
316,0,132,0.0,0,0,0,0,0.0,0.0,3
317,0,132,0.0,0,0,1,0,0.0,0.0,3
318,0,132,0.0,0,0,1,0,0.0,0.0,3
319,0,132,0.0,0,0,1,0,0.0,0.0,3
320,0,132,0.0,0,0,0,0,0.0,0.0,3
321,0,110,0.0,0,0,0,0,0.0,1.0,3
322,0,132,0.0,0,0,0,0,0.0,0.0,3
323,0,132,0.0,0,0,0,0,0.0,0.0,3
324,0,132,0.0,0,0,0,0,0.0,0.0,3
325,0,132,0.0,0,0,0,0,0.0,0.0,3
326,1,96,0.0,0,0,0,0,0.0,1.0,2
327,1,132,0.0,0,0,0,0,0.0,0.0,3
328,1,2,0.0,0,0,0,0,0.0,0.0,3
329,1,132,0.0,0,0,0,0,0.0,0.0,3
330,1,132,0.0,0,0,0,0,0.0,0.0,3
331,1,2,0.0,0,0,0,0,0.0,0.0,3
332,0,132,0.0,0,0,0,0,0.0,0.0,3
333,1,85,0.0,0,0,0,0,0.0,0.0,2
334,0,0,1.0,0,0,0,0,0.0,0.0,2
335,0,0,1.0,0,0,1,0,0.0,1.0,2
336,0,0,1.0,0,0,0,0,0.0,1.0,2
337,0,0,1.0,0,0,1,0,0.0,0.0,2
338,0,0,1.0,0,0,1,0,0.0,1.0,2
339,0,15,0.0,0,0,0,0,0.0,0.0,3
340,0,84,0.0,0,0,1,0,0.0,1.0,2
341,0,0,1.0,0,0,1,0,0.0,1.0,2
342,0,15,0.0,0,0,0,0,0.0,0.0,3
343,0,84,0.0,0,0,1,0,0.0,1.0,2
344,1,98,0.0,0,0,0,0,0.0,1.0,2
345,1,124,0.0,0,0,0,0,0.0,1.0,2
346,1,110,0.0,0,0,0,0,0.0,0.0,3
347,1,110,0.0,0,0,0,0,0.0,0.0,3
348,0,16,0.0,0,0,1,0,0.0,0.0,3
349,0,16,0.0,0,0,0,0,0.0,0.0,3
350,1,110,0.0,0,0,0,0,0.0,0.0,3
351,1,110,0.0,0,0,0,0,0.0,0.0,3
352,1,110,0.0,0,0,0,0,0.0,0.0,3
353,1,110,0.0,0,0,0,0,0.0,0.0,3
354,0,16,0.0,0,0,0,0,0.0,0.0,3
355,0,110,0.0,0,0,0,0,0.0,0.0,3
356,1,110,0.0,0,0,0,0,0.0,0.0,3
357,1,110,0.0,0,0,0,0,0.0,0.0,3
358,1,110,0.0,0,0,0,0,0.0,0.0,3
359,1,110,0.0,0,0,0,0,0.0,0.0,3
360,1,110,0.0,0,0,0,0,0.0,0.0,3
361,1,110,0.0,0,0,0,0,0.0,0.0,3
362,0,16,0.0,0,0,0,0,0.0,0.0,3
363,1,110,0.0,0,0,0,0,0.0,0.0,3
364,1,110,0.0,0,0,0,0,0.0,0.0,3
365,0,110,0.0,0,0,0,0,0.0,0.0,3
366,0,110,0.0,0,0,0,0,0.0,0.0,3
367,1,110,0.0,0,0,0,0,0.0,0.0,3
368,1,110,0.0,0,0,0,0,0.0,0.0,3
369,0,16,0.0,0,0,0,0,0.0,0.0,3
370,0,16,0.0,0,0,0,0,0.0,0.0,3
371,1,110,0.0,0,0,0,0,0.0,0.0,3
372,0,16,0.0,0,0,0,0,0.0,0.0,3
373,0,16,0.0,0,0,0,0,0.0,0.0,3
374,0,110,0.0,0,0,1,0,0.0,0.0,3
375,1,110,0.0,0,0,0,0,0.0,0.0,3
376,0,16,0.0,0,0,1,0,0.0,0.0,3
377,0,16,0.0,0,0,0,0,0.0,0.0,3
378,1,110,0.0,0,0,0,0,0.0,0.0,3
379,1,110,0.0,0,0,0,0,0.0,0.0,3
380,0,19,0.0,0,0,0,0,0.0,1.0,3
381,0,19,0.0,0,0,1,0,0.0,0.0,3
382,0,19,0.0,0,0,0,0,0.0,0.0,3
383,0,19,0.0,0,0,1,0,0.0,0.0,3
384,0,19,0.0,0,0,0,0,0.0,0.0,3
385,0,19,0.0,0,0,1,0,0.0,0.0,3
386,1,19,0.0,0,0,0,0,0.0,0.0,3
387,1,19,0.0,0,0,0,0,0.0,0.0,3
388,1,19,0.0,0,0,0,0,0.0,0.0,3
389,1,19,0.0,0,0,0,0,0.0,0.0,3
390,0,19,0.0,0,0,1,0,0.0,0.0,3
391,0,19,0.0,0,0,1,0,0.0,0.0,3
392,0,19,0.0,0,0,1,0,0.0,0.0,3
393,0,2,0.0,0,0,1,0,0.0,0.0,3
394,0,19,0.0,0,0,1,0,0.0,0.0,3
395,0,16,0.0,0,0,1,0,0.0,0.0,3
396,0,19,0.0,0,0,1,0,0.0,0.0,3
397,0,19,0.0,0,0,1,0,0.0,0.0,3
398,0,19,0.0,0,0,1,0,0.0,1.0,3
399,0,19,0.0,0,0,0,0,0.0,0.0,3
400,1,19,0.0,0,0,0,0,0.0,0.0,3
401,1,19,0.0,0,0,0,0,0.0,0.0,3
402,0,19,0.0,0,0,1,0,0.0,0.0,3
403,1,19,0.0,0,0,0,0,0.0,0.0,3
404,0,19,0.0,0,0,0,0,0.0,0.0,3
405,1,19,0.0,0,0,0,0,0.0,0.0,3
406,1,19,0.0,0,0,0,0,0.0,0.0,3
407,0,19,0.0,0,0,1,0,0.0,1.0,3
408,0,19,0.0,0,0,0,0,0.0,0.0,3
409,1,19,0.0,0,0,0,0,0.0,0.0,3
410,1,19,0.0,0,0,0,0,0.0,0.0,3
411,1,19,0.0,0,0,0,0,0.0,0.0,3
412,1,125,0.0,0,0,0,0,0.0,0.0,2
413,0,0,1.0,0,0,1,0,0.0,0.0,2
414,1,81,0.0,0,0,0,0,0.0,1.0,2
415,0,5,0.0,0,0,0,0,0.0,0.0,2
416,1,87,0.0,0,0,0,0,0.0,0.0,2
417,1,27,0.0,0,0,0,0,0.0,0.0,3
418,0,25,0.0,0,0,0,0,0.0,0.0,3
419,1,25,0.0,0,0,0,0,0.0,0.0,3
420,1,25,0.0,0,0,0,0,0.0,0.0,3
421,0,25,0.0,0,0,0,0,0.0,0.0,3
422,1,27,0.0,0,0,0,0,0.0,0.0,3
423,1,27,0.0,0,0,0,0,0.0,0.0,3
424,0,25,0.0,0,0,1,0,0.0,0.0,3
425,1,25,0.0,0,0,0,0,0.0,0.0,3
426,1,25,0.0,0,0,0,0,0.0,0.0,3
427,1,27,0.0,0,0,0,0,0.0,0.0,3
428,1,27,0.0,0,0,0,0,0.0,0.0,3
429,1,25,0.0,0,0,0,0,0.0,0.0,3
430,0,25,0.0,0,0,0,0,0.0,0.0,3
431,0,25,0.0,0,0,0,0,0.0,0.0,3
432,0,25,0.0,0,0,0,0,0.0,0.0,3
433,0,25,0.0,0,0,0,0,0.0,0.0,3
434,0,25,0.0,0,0,0,0,0.0,0.0,3
435,1,27,0.0,0,0,0,0,0.0,0.0,3
436,1,27,0.0,0,0,0,0,0.0,0.0,3
437,1,89,0.0,0,0,0,0,0.0,0.0,2
438,0,25,0.0,0,0,1,0,0.0,0.0,3
439,0,25,0.0,0,0,0,0,0.0,0.0,3
440,0,25,0.0,0,0,0,0,0.0,0.0,3
441,0,25,0.0,0,0,0,0,0.0,0.0,3
442,0,25,0.0,0,0,0,0,0.0,0.0,3
443,1,27,0.0,0,0,0,0,0.0,0.0,3
444,1,27,0.0,0,0,0,0,0.0,0.0,3
445,1,27,0.0,0,0,0,0,0.0,0.0,3
446,1,27,0.0,0,0,0,0,0.0,0.0,3
447,1,25,0.0,0,0,0,0,0.0,0.0,3
448,1,27,0.0,0,0,0,0,0.0,0.0,3
449,1,27,0.0,0,0,0,0,0.0,0.0,3
450,1,27,0.0,0,0,0,0,0.0,0.0,3
451,1,25,0.0,0,0,0,0,0.0,0.0,3
452,0,25,0.0,0,0,0,0,0.0,0.0,3
453,0,25,0.0,0,0,1,0,0.0,0.0,3
454,0,25,0.0,0,0,0,0,0.0,0.0,3
455,1,25,0.0,0,0,0,0,0.0,0.0,3
456,1,27,0.0,0,0,0,0,0.0,0.0,3
457,0,25,0.0,0,0,0,0,0.0,0.0,3
458,0,25,0.0,0,0,0,0,0.0,0.0,3
459,0,25,0.0,0,0,0,0,0.0,0.0,3
460,1,27,0.0,0,0,0,0,0.0,0.0,3
461,1,27,0.0,0,0,0,0,0.0,0.0,3
462,1,25,0.0,0,0,0,0,0.0,0.0,3
463,1,25,0.0,0,0,0,0,0.0,0.0,3
464,1,27,0.0,0,0,0,0,0.0,0.0,3
465,0,126,0.0,0,0,1,0,1.0,1.0,3
466,0,0,1.0,0,0,0,0,0.0,0.0,2
467,0,0,0.0,0,0,0,0,0.0,0.0,2
468,0,126,0.0,0,0,1,0,0.0,1.0,3
469,1,81,0.0,0,0,0,0,0.0,1.0,2
470,0,114,0.0,0,0,0,0,0.0,1.0,2
471,0,74,0.0,0,0,1,0,0.0,0.0,2
472,0,74,0.0,0,0,1,0,0.0,0.0,2
473,0,0,1.0,0,0,0,0,0.0,0.0,2
474,0,0,1.0,0,0,0,0,0.0,0.0,2
475,0,1,1.0,0,0,0,0,0.0,0.0,2
476,0,0,1.0,0,0,1,0,0.0,0.0,2
477,0,0,1.0,0,0,1,0,0.0,0.0,2
478,0,75,0.0,0,0,1,0,0.0,0.0,2
479,0,69,0.0,0,0,1,0,0.0,1.0,2
480,0,64,0.0,0,0,0,0,0.0,1.0,2
481,0,2,1.0,0,0,0,0,0.0,0.0,2
482,0,0,0.0,0,0,0,0,0.0,1.0,2
483,0,122,0.0,0,0,0,0,0.0,1.0,3
484,0,138,0.0,0,0,0,0,0.0,0.0,2
485,0,122,0.0,0,0,0,0,0.0,1.0,3
486,1,106,0.0,0,0,0,0,0.0,1.0,2
487,0,115,0.0,0,0,0,0,0.0,1.0,2
488,0,102,0.0,0,0,0,0,0.0,0.0,2
489,0,2,1.0,0,0,0,0,0.0,0.0,2
490,0,85,0.0,0,0,1,0,0.0,1.0,2
491,1,115,0.0,0,0,0,0,0.0,0.0,2
492,1,92,0.0,0,0,0,0,0.0,1.0,2
493,0,100,0.0,0,0,0,0,0.0,1.0,2
